yr_built,bedrooms,bathrooms,sqft_living,waterfront,view,condition,grade,price
1981,3,2.25,1490,0,0,3,7,525000
1988,3,2.5,1880,0,0,3,8,485000
1971,3,1,1250,0,0,3,7,175000
1983,3,2,1440,0,0,3,8,210000
1989,3,2.5,1920,0,0,3,7,260000
1976,3,2.5,2060,0,0,3,7,577000
1958,3,1.5,1210,0,0,4,7,200000
1927,2,1.75,1760,0,0,4,7,605000
1947,3,1,990,0,0,4,6,325000
1944,3,1,960,0,0,4,6,289500
2014,3,2.5,1660,0,0,3,9,559950
1941,3,1.75,1900,0,1,4,8,1.04E+06
1970,3,2.25,1270,0,0,3,7,543500
1983,4,2.25,3250,0,0,4,9,480000
1982,3,1,960,0,0,5,6,218000
1914,2,1.75,1330,0,0,4,7,565000
1968,3,1.75,2080,0,0,5,7,426700
1957,3,2.5,2690,0,3,3,8,650000
1910,2,1,890,0,0,3,7,542000
1977,3,1.75,1070,0,0,3,7,415000
1953,3,1,1200,0,0,4,6,214000
1949,3,1.5,1360,0,0,5,7,245000
1993,3,2,2050,0,0,3,8,314500
1924,3,1.5,3000,0,0,5,9,1.12E+06
1963,2,2,1300,0,0,3,7,378000
1982,4,2.5,2250,0,0,3,7,305000
1978,5,2.75,3740,0,0,4,8,595000
2015,3,2.5,1660,0,1,3,9,729500
2003,3,2.5,2360,0,0,3,7,430000
1987,3,1.75,1760,0,0,3,7,240000
1916,3,1.75,1680,0,0,3,7,545000
1918,3,1.75,1320,0,0,3,7,530000
1939,1,1,870,0,0,3,6,157000
1925,4,1,1260,0,0,3,6,425000
1944,3,1,1000,0,0,3,6,220000
1976,4,1.75,2020,0,0,4,8,521000
1952,3,1,1920,0,2,3,7,325000
1911,3,2,2150,0,0,4,7,597500
1999,3,2.5,1470,0,0,3,7,337000
1991,3,2.5,3180,0,2,3,10,1.00E+06
1957,3,2.5,3930,1,4,4,8,3.07E+06
1943,3,1,990,0,0,3,6,495000
2001,4,3.5,2770,0,0,3,8,748000
1953,3,1.5,1250,0,0,4,7,888000
1986,3,1.75,1140,0,0,3,7,269900
1967,4,2.5,2250,0,0,3,7,496500
1969,3,2.5,1640,0,0,3,7,475000
2004,3,1.5,1255,0,0,3,7,312000
1976,3,1,1290,0,0,3,7,323000
1986,3,1.75,1300,0,0,3,7,331000
2007,3,1.5,1220,0,0,3,8,306000
2002,4,2.5,2630,0,0,3,8,655000
1959,3,1.5,1950,0,0,4,8,290000
1965,4,3.25,3160,0,0,5,9,1.25E+06
1949,3,1.75,1550,0,0,4,7,460000
1940,4,2.5,1700,0,0,4,7,435000
1978,4,2.75,2510,0,0,5,8,664000
1921,4,1.75,1800,0,3,4,8,865000
1968,3,1.75,1800,0,0,3,8,385000
1975,3,2.25,1870,0,0,3,7,497000
1925,2,1,1010,0,0,4,7,280000
1924,2,1.5,1120,0,0,3,6,188000
1969,3,1,2090,0,2,3,8,478500
2001,4,3.5,4370,0,0,3,11,1.15E+06
1981,3,2,1440,0,0,4,7,222000
1984,4,3,2580,0,0,3,8,799000
2006,4,2.5,3190,0,0,3,10,609900
1995,4,3.5,2380,0,0,4,7,413000
1930,4,1,1420,0,0,3,7,400000
2014,5,2.75,2990,0,0,3,9,802541
1990,3,2.5,2680,0,0,3,8,320000
2006,4,2.5,2730,0,0,3,7,507000
1946,3,1,1220,0,0,3,6,387500
1967,3,1,1500,0,0,3,7,396000
1958,3,1.75,1830,0,1,3,8,373000
1965,5,2.5,4570,0,0,5,10,1.48E+06
1983,4,2.25,2470,0,0,3,8,359900
1927,2,1,800,0,0,3,6,410000
1992,4,2.5,2900,0,0,3,9,690000
1985,3,2,1410,0,0,3,7,245000
1979,5,2.5,2830,0,1,5,8,700000
1977,4,1.75,1680,0,0,3,7,268000
1979,3,1.75,1760,0,0,3,7,225000
1976,4,2.25,2240,0,0,3,8,980000
1905,2,1,1380,0,2,3,5,795000
1953,2,1,820,0,0,3,6,195000
1950,4,2,2180,0,0,2,6,480000
1900,4,2,1400,0,0,3,7,485000
1928,2,1,880,0,0,3,5,130000
1946,2,1,1060,0,2,4,6,325000
1984,3,1.75,1530,0,0,4,7,440000
1958,4,1.75,2480,0,3,3,8,550000
1967,3,1.75,1490,0,0,5,6,310000
1989,3,2.5,3660,0,2,4,9,530000
1993,4,2.5,2340,0,0,3,8,390000
1981,3,1.75,1450,0,0,4,7,243000
1990,4,2.5,2210,0,0,3,9,639000
1969,4,1,1130,0,0,4,7,215000
1961,5,1.75,1550,0,0,3,7,405000
1968,4,1.75,1710,0,0,5,7,250000
1954,3,1.5,1010,0,0,5,7,405500
1937,6,2.25,2660,0,0,3,7,452000
1937,6,2.25,2660,0,0,3,7,730000
1994,3,2,1300,0,0,3,7,267000
2002,3,2.5,1670,0,0,3,7,289950
1911,2,1,960,0,0,5,7,565000
1988,4,3.25,4670,0,0,4,12,1.58E+06
2007,3,2.5,2140,0,0,3,8,636000
2004,5,3,2520,0,0,3,8,350000
1978,3,1.5,1650,0,0,5,7,320000
1978,2,1.75,1440,0,0,4,8,210000
1950,2,1,1050,0,0,3,7,245000
1983,3,1.75,1470,0,0,3,7,328000
1989,4,2.25,4230,0,0,3,11,985000
1976,3,1.75,1970,0,3,5,8,501000
1992,3,2.25,1540,0,0,3,7,315000
2012,3,2.75,2090,0,0,3,8,403000
1934,3,2,2380,0,0,4,8,550000
2012,4,2.5,2156,0,0,3,9,347500
1986,4,2.25,2070,0,0,4,8,365000
1951,3,1,1910,0,0,4,8,588000
1977,3,1.75,1920,0,0,4,8,605000
1937,3,3.25,3400,0,0,4,9,1.30E+06
1974,3,2,1400,0,0,3,7,233000
1997,4,2.5,2210,0,0,3,8,360000
1929,2,1.75,1170,0,0,3,6,459000
1995,3,2,2100,0,0,4,9,740000
1967,3,1,1160,0,0,3,7,305000
1925,3,1,1500,0,0,3,6,395000
2000,4,2.5,2940,0,0,3,8,560000
1963,4,1.75,2010,0,1,4,7,650000
2003,3,2.5,2170,0,0,3,7,449950
1940,3,1.5,1430,0,3,4,7,517500
1970,4,1.5,1510,0,0,3,7,435000
1952,3,1,1150,0,0,3,6,329999
1960,3,1.75,2150,0,4,5,8,950000
1944,3,1,1370,0,0,5,7,447000
2010,2,2.5,2380,0,0,3,8,699800
1911,3,1.75,1370,0,0,5,7,850000
1979,3,1.75,1600,0,0,3,7,316500
1981,5,3.5,3750,0,2,4,9,942500
1991,2,2.25,3950,0,4,3,10,1.31E+06
1964,4,2.25,2400,0,0,4,9,856600
1918,5,1.5,2830,0,0,4,8,405600
1996,4,2.5,2440,0,0,3,8,565000
2008,3,2.25,1190,0,0,3,8,400000
1997,3,2,1400,0,0,3,7,330000
2005,4,2.75,2730,0,0,3,7,374950
1983,3,2.75,2390,0,0,5,7,405300
1984,3,2.25,2060,0,0,3,8,560000
1961,4,2.25,2490,0,0,4,8,824000
1984,3,1.75,1100,0,0,5,7,260000
1965,4,2.5,2430,0,0,5,8,760000
1995,3,2.5,3170,0,0,3,10,405000
1987,4,2.5,2640,0,0,3,8,429900
1961,3,1.5,1130,0,0,4,7,341500
1957,5,2,1940,0,0,3,7,465250
1912,2,2,1100,0,0,3,7,450000
1955,3,1,1200,0,0,4,7,390000
1963,3,2.25,2000,0,0,4,8,420000
2002,3,2.5,1890,0,0,3,8,269950
1910,4,2,1910,0,0,3,7,493000
1998,4,2.5,2710,0,0,3,9,370000
1905,5,4.25,4860,0,1,5,10,2.25E+06
1967,3,1,1250,0,0,5,7,305000
1938,3,1.75,1590,0,0,5,6,400000
2009,3,1.5,1240,0,0,3,8,320000
1911,4,1,2000,0,0,4,7,715000
1966,6,2.75,3610,0,0,4,8,650000
1966,5,1.75,1930,0,0,4,8,218000
1964,2,1,1280,0,0,3,7,500000
1984,4,2,2090,0,0,4,7,460000
1969,3,1.5,1940,0,0,4,7,232500
1990,3,2.5,1800,0,0,4,7,408200
1980,3,1.75,1730,0,0,4,7,522000
1982,4,2.5,2810,0,0,3,9,675000
1999,4,3.5,3550,0,2,3,11,1.36E+06
1952,4,1,1330,0,0,3,6,249950
1950,2,1,750,0,0,3,6,210000
1947,4,1,1760,0,0,3,7,429950
1993,4,2.5,3200,0,0,3,9,737500
1958,4,2,1740,0,0,5,8,710000
1999,3,2.5,2100,0,0,3,8,470000
1993,4,3.5,4270,0,0,4,12,1.10E+06
1913,3,2,1340,0,0,3,7,650000
1967,4,2.5,3190,0,3,5,9,1.22E+06
1987,3,2.5,1630,0,0,3,8,422120
2007,5,2.5,2990,0,0,3,9,625000
1954,4,1,1550,0,0,3,6,385200
1989,3,2.25,1690,0,0,3,8,500000
1989,4,2.25,1960,0,0,3,8,308000
1977,3,2.75,2390,0,0,5,8,565000
2004,3,2.5,2600,0,0,3,7,581000
1999,3,2,1950,0,0,3,8,361000
1964,3,1,1250,0,0,4,7,345000
2008,2,2.25,1180,0,0,3,8,419000
2004,3,2.5,1680,0,0,3,7,347000
1989,4,2.25,2220,0,0,3,9,625000
1999,4,4.25,4890,0,2,3,11,2.40E+06
2014,3,3.25,2660,0,0,3,8,379000
1988,3,1.5,1150,0,0,3,7,310000
1941,2,2,1130,0,0,4,6,250000
2005,5,2.75,2760,0,0,3,9,682000
1992,3,2,1430,0,0,3,7,246500
1932,3,1,1490,0,0,4,5,325000
2004,4,2.5,2030,0,0,3,8,310950
1931,3,2,3010,0,2,5,9,1.10E+06
1954,3,1,1810,0,0,4,7,287500
1954,3,1,1810,0,0,4,7,431000
1968,3,1,970,0,0,3,6,226000
1926,3,1.75,2010,0,0,5,7,825000
1947,4,1,1300,0,0,3,6,175000
1959,3,1.5,1260,0,0,3,7,465750
1983,4,2.25,2610,0,0,3,8,659000
1941,3,1.75,1910,0,3,3,8,595000
1987,3,2.25,1780,0,0,4,8,350000
1975,4,2.25,1900,0,0,4,8,270000
1957,6,2.25,2450,0,2,3,7,662500
1939,3,1.75,1380,0,0,4,5,249900
1977,3,1.75,1920,0,0,4,7,324500
2004,2,1.75,1350,0,0,3,8,430000
2004,2,1.75,1350,0,0,3,8,419950
1962,4,1.75,2510,0,2,4,8,285000
2002,4,2.5,2470,0,0,3,8,332000
1956,4,1.75,1660,0,0,3,7,282000
1987,3,1,1340,0,0,3,7,320000
1911,3,1,1620,0,0,4,7,428750
1977,3,2.25,2300,0,0,3,8,330000
2008,4,3.5,2000,0,0,3,8,456500
1972,3,2.25,1640,0,0,4,8,352000
1912,4,2,1530,0,0,4,7,664000
1987,3,1.75,4000,0,0,3,9,628000
1977,3,1.75,1610,0,0,3,7,512000
1969,3,2,2070,0,0,4,7,254000
1994,4,2.5,1900,0,0,3,8,535800
1960,3,1,1050,0,0,4,7,287653
2006,3,2.5,1520,0,0,3,8,438000
1949,4,1.75,2390,0,0,3,7,450000
1998,5,2.75,2400,0,0,3,8,327000
2005,4,2.5,1790,0,0,3,7,370500
1993,3,2.5,1720,0,0,3,7,265000
1979,4,2.75,2980,0,0,4,8,450000
1988,3,1,1520,0,3,5,8,425000
1977,3,1.75,1150,0,0,4,7,166600
1963,1,0.75,380,0,0,3,5,245000
1951,3,1,910,0,0,3,7,565000
1976,3,1.75,1650,0,0,3,8,539900
2010,3,3.5,2480,0,0,3,10,910000
1990,4,2.5,2050,0,0,3,8,280000
1989,3,2.25,1420,0,0,4,7,275000
2001,3,2.5,3460,0,0,3,7,467000
1996,3,2.5,1500,0,0,3,8,457500
1908,2,1,1320,0,0,4,7,381156
1977,5,2.5,2180,0,0,4,8,289999
1919,3,1.75,1830,0,0,3,7,642450
1962,3,2.25,1620,0,0,3,7,469950
1975,3,2,2920,0,2,5,8,795000
1984,4,2.5,3300,0,0,3,10,785000
1983,3,2.25,3060,0,0,3,10,860000
1990,0,0,3064,0,2,3,7,1.10E+06
1959,3,1,1530,0,0,3,7,147500
1978,3,2,1910,0,0,3,7,390000
1954,3,1,1020,0,0,3,7,229000
1932,3,1,1150,0,0,3,6,185000
1941,3,1.5,1260,0,0,3,7,414900
1914,4,2,1920,0,0,2,6,200000
1969,4,2.25,1800,0,0,3,8,225000
1924,3,1.75,2040,0,0,5,7,720000
1908,4,2.5,2200,0,0,5,8,930000
1952,5,2.5,3200,0,0,3,7,1.27E+06
1928,5,3.25,2400,0,0,4,7,700000
2005,2,1.5,1140,0,0,3,7,466000
1976,3,1.5,1330,0,0,3,7,374000
1994,3,2.5,1940,0,0,4,8,480000
1995,3,2.5,3000,0,0,3,9,740000
1923,4,1,1820,0,0,3,8,1.01E+06
2002,4,2.5,2910,0,0,3,8,395000
1954,2,1,1090,0,0,3,6,340000
2003,3,2,1230,0,0,3,7,209000
1962,5,2.5,1710,0,0,3,7,431650
1971,5,2.5,3160,0,0,4,9,980000
1993,3,2.5,2680,0,0,3,9,660000
1977,4,2.25,2190,0,0,4,8,730000
1988,3,1.75,1260,0,0,4,7,291500
1997,4,3.5,2970,0,0,3,9,905000
1993,4,2.5,2570,0,0,3,10,800000
2013,4,3.5,3810,0,1,3,9,839900
2007,1,1.5,1010,0,0,3,8,200000
1979,3,2,1480,0,0,4,7,300000
1942,3,1.75,1250,0,0,5,7,530000
1995,3,2.25,1654,0,0,3,7,314950
1960,3,1.75,1410,0,0,5,7,255000
1950,5,2.75,2160,0,0,5,7,550000
1917,3,1,1400,0,0,4,6,435000
1966,3,1.75,1420,0,0,4,7,234000
1975,4,2.25,2500,0,0,3,8,615000
1985,3,2,1410,0,0,3,7,205000
1955,4,1.75,2100,0,0,4,7,384000
1994,3,2.5,1750,0,0,3,8,324000
1946,3,1.75,2070,0,0,4,7,645000
2007,3,3.25,1570,0,0,3,8,570000
1999,3,2.5,1920,0,0,3,8,324000
1943,2,1,1000,0,0,3,6,270000
1962,5,1.5,2120,0,0,5,7,290000
1965,3,2,1440,0,0,3,7,250000
1990,3,1.75,1660,0,0,3,7,342000
1958,3,1.5,1340,0,0,4,7,255000
1972,3,2.25,2380,0,0,4,9,800000
1926,3,1.75,1560,0,2,3,7,451000
1967,4,2.5,2780,0,3,3,7,990000
1983,4,2.5,1860,0,0,4,7,288400
1920,3,1.5,2390,0,0,3,8,420000
2009,2,2.75,1370,0,0,3,8,359000
1988,4,3,2570,0,0,3,7,390000
2005,3,2.5,1320,0,0,3,7,300000
1981,5,2.5,2520,0,0,3,7,545000
1972,3,1,1250,0,0,4,6,288349
1985,3,2.25,1560,0,0,3,7,299900
1925,4,2,2330,0,0,5,7,891000
1947,3,2,3660,0,3,4,9,1.20E+06
2004,4,2.5,2790,0,0,3,8,378000
1951,2,1,1060,0,0,4,6,299995
1994,3,2.5,2020,0,0,3,7,253000
1979,3,2.25,1580,0,0,3,7,350000
1900,4,3,2020,0,0,3,6,565000
1908,2,1,970,0,0,4,6,315000
1915,4,3,1490,0,1,5,7,570000
2005,5,3.5,4390,0,0,3,9,971000
1910,5,2.5,2750,0,0,5,9,915000
1950,4,1.5,2150,0,0,4,7,419000
1977,4,1.75,1810,0,0,3,7,260000
1990,3,3,2230,0,0,3,9,1.32E+06
1977,3,1,2430,0,0,3,7,369950
1994,3,2.5,3680,0,0,3,10,1.03E+06
1929,5,1,1410,0,0,3,6,435000
1958,3,1.75,1330,0,0,3,8,601000
1963,3,1,1490,0,0,3,7,460500
2000,3,2.5,2020,0,3,3,8,720000
1996,4,2.5,3130,0,0,3,10,851000
1916,4,3,2670,0,2,3,7,550000
1920,4,1,1980,0,0,3,7,700000
1963,3,1.75,2100,0,0,4,7,323000
1944,3,1,1350,0,0,5,6,345500
1959,4,1.5,2140,0,0,3,7,378000
1917,4,2,2208,0,0,5,8,650000
1982,3,2,1010,0,0,3,7,385000
1910,2,1,970,0,0,3,7,425000
1920,4,2,1520,0,0,5,6,210000
1993,4,2.5,2740,0,0,3,9,630000
1953,3,1.75,1570,0,1,3,7,335000
1966,3,1,1320,0,0,3,7,196500
1986,4,2.75,2550,0,0,3,8,582800
1983,3,1.75,1560,0,0,3,7,440000
1974,4,2.25,2360,0,0,4,8,752500
1909,3,1.75,1330,0,0,4,7,532500
1950,3,1,1070,0,0,4,7,265000
1961,3,1.25,1510,0,3,4,6,397500
1999,3,2.5,1710,0,0,3,8,524250
1996,4,2.75,2790,0,0,3,10,765000
2001,4,2.5,2620,0,0,3,9,648000
1969,5,2.5,2970,0,0,4,8,469500
1975,3,1.75,1050,0,0,4,7,237500
1956,3,1,1280,0,0,4,7,216000
1963,3,1,1030,0,0,4,7,427200
1977,3,2.25,1900,0,0,4,8,280000
1968,5,3,3070,0,0,4,9,718000
2010,2,2.75,1760,0,0,3,8,420000
1952,2,1,930,0,0,3,7,379000
1942,2,1,880,0,0,3,6,326100
2003,3,2.5,1360,0,0,3,7,535000
1992,4,2.75,2130,0,0,3,7,283000
1940,3,1,1480,0,0,3,6,260000
1951,4,1,1500,0,0,4,7,399000
1987,3,2.25,1670,0,0,3,8,484950
1960,4,1.75,2060,0,0,4,8,640000
1952,4,2.5,2160,0,0,4,8,585000
1955,4,2,2780,0,3,3,8,645000
1988,3,2,1490,0,0,3,7,253000
1953,2,1,740,0,0,3,6,178500
1991,4,2.5,1860,0,0,4,7,291000
1920,2,2.75,1590,0,0,3,5,199950
1922,2,1,850,0,0,3,7,553500
1981,2,1,1030,0,0,3,8,189950
1988,3,2,1850,0,0,3,8,289000
1908,4,2,1830,0,0,3,8,700000
1967,3,2,1560,0,0,3,7,270000
1977,4,1.75,1730,0,0,3,7,258000
2005,3,2.5,1930,0,0,3,8,530000
2012,3,2.25,1422,0,0,3,7,245000
1917,3,2,1380,0,0,4,7,563000
2001,3,2.5,2430,0,0,3,8,515000
1987,4,2.5,2610,0,0,3,9,325000
1996,3,2.25,2000,0,0,3,8,540000
1949,2,1,920,0,0,4,6,280300
1926,4,1.75,1750,0,0,5,7,460000
1981,3,1.75,2020,0,0,4,7,475000
1957,4,2.25,2460,0,0,4,9,900000
1964,4,3,1780,0,0,4,8,538200
1922,2,1,1080,0,0,3,7,429000
1980,3,1,1250,0,0,3,7,164808
1977,4,2.25,1870,0,0,3,7,520000
1977,3,1.75,1700,0,0,3,8,475000
1942,4,1.5,1480,0,0,5,6,283000
2000,4,2.5,1930,0,0,3,8,321500
1993,4,2.75,3130,0,0,4,10,840000
1992,3,2.25,1370,0,0,4,7,287000
1962,3,1.75,960,0,0,3,7,375000
1969,3,1.75,1260,0,0,4,7,349500
1960,3,1.5,1480,0,0,5,7,446450
1992,4,2.5,1930,0,0,4,7,315000
1906,2,1,870,0,0,2,6,271310
1953,4,1,1300,0,0,4,7,315000
1990,3,1.75,1490,0,0,4,7,245000
1947,2,1,1380,0,0,3,8,543115
1945,4,2,1190,0,0,3,7,900000
2008,4,4.25,4250,0,3,4,10,2.45E+06
2003,2,2,1920,0,0,3,8,554000
1950,3,1.75,2080,0,0,5,6,249900
1981,3,2.5,3220,0,2,4,9,768000
1967,4,3,3680,0,3,3,10,980000
1962,5,2.5,2070,0,0,3,7,395000
1995,3,1.75,1480,0,0,3,7,415000
2003,4,2.5,2000,0,0,3,8,380000
1999,3,2.5,1560,0,0,3,8,566000
1949,2,1,1600,0,0,4,7,218500
1976,4,2.5,1940,0,0,4,7,550000
1920,3,1.75,1540,0,2,3,7,512031
1950,2,1,820,0,0,3,6,197500
1977,3,2.25,1780,0,0,3,7,470000
1981,3,1.75,1560,0,0,3,7,590000
1977,4,2.25,2210,0,0,4,8,465000
1968,2,1.75,2040,0,0,4,7,499000
1972,3,2.25,1920,0,0,3,8,515000
1936,3,1.75,1930,0,0,3,9,716500
1944,3,2,1700,0,0,3,6,410000
1994,4,3.25,3450,0,0,3,8,850000
1983,4,3.25,3440,0,0,3,10,1.05E+06
1992,4,2.5,2380,0,0,3,10,648000
1929,4,2.25,2400,0,0,4,7,620000
2008,4,4.5,5670,0,2,3,11,935000
1963,3,1,1140,0,0,4,7,379000
1952,3,1.75,1670,0,0,3,7,699000
1960,4,2.25,1910,0,0,3,8,528000
1974,3,1.75,1560,0,0,4,8,425000
1963,2,1.75,1500,0,0,4,7,249500
2014,5,3.25,4475,0,0,3,9,1.04E+06
1961,4,2.75,2840,0,3,4,9,790000
1969,3,1,1020,0,0,3,7,399950
1953,3,1.5,1410,0,0,3,7,275000
1912,3,1,1520,0,0,3,8,550000
1926,1,1,730,0,0,4,4,140000
1954,3,1,1190,0,0,3,7,250000
1988,3,2.25,1410,0,2,3,7,318000
1962,2,1,1240,0,0,3,7,505000
1966,5,2.5,2500,0,0,3,8,470500
1954,3,1,1050,0,0,3,7,360000
1962,4,2.75,2680,0,4,4,9,1.24E+06
1964,3,2.5,2380,0,2,4,9,986000
1906,2,1,1060,0,0,3,7,515000
1939,3,1.75,2300,0,0,4,8,320000
1951,4,3,2010,0,0,5,7,310000
1942,2,1,1090,0,0,4,7,356700
1956,4,1.75,2320,0,0,3,7,775000
1951,3,1,1040,0,0,3,6,325000
1962,4,2.75,1810,0,0,3,7,208000
1908,2,1,1150,1,4,4,6,825000
1990,3,2.5,2360,0,2,3,9,515000
1929,3,1.5,1970,0,0,4,8,490000
1954,4,3,2690,0,0,3,8,675000
1962,4,2.5,2080,0,0,5,7,360000
1962,4,2.5,2080,0,0,5,7,550000
1962,3,1.5,1370,0,0,3,7,225000
1967,3,2.75,3410,0,0,4,8,500000
1969,4,2,1850,0,0,4,8,385000
1994,5,2.75,3010,0,0,3,10,837700
2003,3,2.25,1530,0,0,3,7,448000
1952,5,1.75,2690,0,0,4,7,730000
1954,4,1.5,2810,0,2,3,8,575000
1976,3,1.75,1810,0,0,4,7,430000
2002,3,2.5,1560,0,0,3,7,435000
1973,3,1,1010,0,0,4,6,241000
1924,2,1.75,1000,0,0,4,6,453500
2001,2,1.5,990,0,0,3,7,285000
1942,2,1,720,0,0,4,5,151000
2004,5,4.5,6070,0,0,3,11,1.57E+06
1905,5,2,2270,0,0,3,7,631000
2011,2,2.5,1380,0,0,3,7,285000
1959,3,1,1260,0,0,4,6,195000
1987,4,2.5,2910,0,0,4,9,817500
1960,3,2,1810,0,0,4,7,550000
1995,4,2.5,3160,0,0,4,9,1.13E+06
2002,2,2.75,1910,0,0,3,9,609850
1947,3,1,1230,0,0,3,6,200000
2006,4,2.5,2960,0,0,3,9,367000
1988,3,2.25,2200,0,0,3,8,285167
1947,2,1.5,1270,0,0,4,7,275000
1992,4,2.5,2540,0,0,3,9,350900
1988,4,3.25,3030,0,0,5,8,660000
1957,3,1.75,1520,0,0,4,7,525000
1997,4,2.5,1560,0,0,3,7,262000
1907,2,1,970,0,0,4,7,690000
2005,5,3.75,3570,0,0,3,9,624000
1947,3,1,1350,0,0,4,6,353000
2002,4,3.5,3710,0,0,3,8,552500
1983,4,1,1430,0,0,4,7,224500
1950,3,1,940,0,0,3,6,239000
2004,5,4.5,4300,0,0,3,10,975000
2006,4,1.75,3990,0,0,3,11,1.20E+06
1910,3,1,1380,0,0,3,7,505000
1963,4,1.75,2020,0,0,4,7,302000
1944,3,1,1480,0,0,3,6,170000
1910,2,1,1190,0,0,4,5,195000
1959,5,1.5,2550,0,0,4,7,272000
1959,5,1.5,2550,0,0,4,7,369000
1953,3,1.5,1500,0,0,3,7,332500
1963,3,2.5,3000,0,0,4,8,515000
1967,3,1,1690,0,0,3,7,269000
1994,4,4,4390,0,0,4,11,1.28E+06
1985,3,2.5,1560,0,0,3,7,303000
1977,7,3,2940,0,0,3,8,420000
1941,3,1,1130,0,0,3,7,400000
1987,3,1,1020,0,0,5,6,225000
2004,2,2,1310,0,0,3,6,219000
1989,3,2.5,2570,0,3,3,9,605000
1942,4,2,2020,0,0,5,8,625000
1906,5,2,1680,0,0,3,5,380000
1962,4,2,1770,0,0,4,7,620000
1994,4,2.75,3190,0,0,3,10,687500
1962,4,2,1440,0,0,5,6,225500
1956,3,2,1150,0,0,5,7,252500
1994,3,2.5,1860,0,0,3,8,510000
2003,4,2.5,2430,0,0,3,8,510000
1906,3,2.5,1940,0,0,5,7,725000
1966,1,0,670,0,0,3,3,75000
1927,2,1,880,0,0,3,7,492000
1977,4,2.5,1930,0,0,4,7,425000
1963,4,2.75,3120,1,4,4,8,1.96E+06
1994,3,2.5,1830,0,0,3,8,298900
1987,4,2.5,3230,0,0,4,10,699000
1918,2,1,700,0,0,4,6,310000
1961,3,1.75,1010,0,0,3,7,350000
1961,4,1.75,2460,1,4,3,7,790000
2003,4,2.5,2230,0,0,3,8,305000
2003,3,2.5,1570,0,0,3,7,315000
1977,5,3.5,2390,0,0,5,7,267500
1950,4,3.25,3460,0,1,3,10,1.75E+06
1987,6,3.5,2400,0,0,3,8,435000
1966,6,4.5,2940,0,0,4,8,482500
1999,5,5.25,8010,1,4,3,12,5.11E+06
1959,3,1.75,1570,0,0,4,7,439995
1967,3,3,1520,0,0,3,7,460000
1971,3,1,1070,0,0,4,7,194000
1943,2,0.75,440,1,3,4,5,290000
1963,4,2,2440,0,0,5,7,274700
1910,4,2.5,2660,0,0,5,8,900000
2001,4,4,4460,0,0,3,11,1.15E+06
2008,3,2.5,2010,0,0,3,9,605000
2004,3,2.5,1450,0,0,3,7,359000
1951,3,1.75,1400,0,0,3,7,850000
2002,3,2,1500,0,0,3,8,505000
1990,3,2.5,2500,0,0,3,9,565000
1955,2,1.75,1280,0,0,4,7,585000
1990,4,3.25,3380,0,3,3,7,328000
1957,4,2.75,2910,0,0,3,9,749950
2006,4,2.5,3060,0,0,3,9,826000
1977,3,1,1330,0,0,4,7,535000
1991,4,2.5,3300,0,0,4,10,925000
2001,3,3.5,3250,0,0,3,10,875000
1976,4,2.25,2530,0,0,5,9,902000
1951,3,1,1830,0,0,3,7,423000
1968,3,1,1170,0,0,4,6,235000
1980,2,2,2930,0,2,4,8,545000
1961,2,1,1230,0,0,3,7,343000
2002,3,2.5,1620,0,0,3,8,334950
1956,3,1.75,1760,0,0,3,7,405000
1959,4,1,1440,0,0,3,7,220000
1947,2,1,1740,0,0,3,6,173000
1906,3,1,1270,0,0,3,7,655000
1924,2,1,880,0,0,3,6,406000
1961,6,2.5,2560,0,0,3,7,632000
1990,5,2.75,1540,0,0,3,7,357000
1964,3,1.75,1150,0,0,3,7,361000
1948,2,1,770,0,0,3,6,277000
1980,4,3.75,4610,0,0,4,10,630000
2003,3,2.5,1850,0,0,3,8,254000
1961,3,2.25,1840,0,0,3,8,472800
1913,3,1.75,1490,0,0,3,6,263000
1913,3,1.75,1490,0,0,3,6,510000
1952,3,1,960,0,0,4,7,179950
1973,4,2.25,1580,0,0,3,8,525000
2008,3,2.5,1260,0,0,3,8,479000
1940,3,2,1940,0,2,5,7,651000
1958,4,1.75,2490,0,3,4,8,949000
1942,5,2.5,2520,0,0,3,7,392400
1950,4,1.75,1760,0,0,4,7,585000
2004,4,2.5,4190,0,0,3,7,460000
1951,3,1,1170,0,0,3,7,470000
2003,3,2.5,1600,0,0,3,7,245000
1978,4,2,2760,0,0,4,8,500000
1989,3,2.5,2090,0,0,3,8,455000
1999,4,2.5,2320,0,0,3,7,485500
1921,5,3.25,4110,0,3,3,9,1.88E+06
1978,2,1,770,0,0,3,7,100000
1982,3,1.75,1410,0,0,3,7,307000
1994,4,3.5,3660,0,0,3,10,475000
1972,4,2.5,2180,0,0,3,7,330000
1960,3,1,1110,0,0,4,7,130000
1998,3,2.5,2280,0,0,3,8,320000
2013,4,2.5,2820,0,0,3,9,735000
1972,4,2.5,1570,0,0,3,7,365000
1968,3,1.5,1200,0,0,4,7,234000
1970,4,2,1710,0,0,3,7,211000
1969,6,3.5,3000,0,2,3,8,680000
2002,4,3,2800,0,0,3,8,457000
1989,3,2.25,1640,0,0,3,7,349000
1979,3,2.75,2030,0,0,3,7,360000
1998,4,2.5,2530,0,0,3,8,350000
1960,3,1,990,0,0,5,6,208000
1942,2,1,790,0,0,4,6,250275
1942,2,1,790,0,0,4,6,435000
